-0.2375319969290135,-0.12703272365567325,0.05979941452723385,-0.23753199692901358,0.1518332064806317
0,11091.897972003539,Y,29.92340636253357
1,0.0,Y,29.92340636253357
-1.4037430914956293,-1.1813902899488082,-1.069987526930502,-1.403743091495628,-0.3139132386326529
0,-4.547473508864641e-12,Y,2.9099807739257812
2,0.37756572085640316,Y,2.9099807739257812
-1.4037475924887866,-1.1813949843797877,-1.0699927997748873,-1.4037475924887868,-0.313917551282924
1,0.0,Y,4.293023347854614
2,0.3775663220818033,Y,4.293023347854614
0.1595618151477058,-0.011563724533145118,0.03225230881631666,-0.011563724533144897,-0.011563724533144679
0,12530.967461531465,Y,48.62969350814819
1,10169.712578863242,Y,48.62969350814819
-2.0560430364619386,-2.056043036461939,-2.032888488840013,-2.0560430364619386,-0.9606956764266046
0,-2788.1646450969206,Y,37.10639953613281
2,-2.22434333621318,Y,37.10639953613281
1,0,0,N,38.25206136703491
2,0,0,N,38.25206136703491
0.14312328895491527,0.06019318966675063,0.0458110690998053,0.04581106909980565,0.045811069099805146
0,-3720.2077144716827,Y,49.914265394210815
1,6836.584123446774,Y,49.914265394210815
-1.0546882734155758,-0.9325093004700808,-1.0546882734155756,-0.69831044152637,-0.6146045872461617
0,-2275.0681821060443,Y,28.02725100517273
2,-2.2683915791388873,Y,28.02725100517273
0.17244011361525502,0.018700623932516782,-0.045902466849460026,-0.04590246684946008,0.019489264496900326
1,17034.789483577373,Y,94.30852603912354
2,-0.10706127969424006,Y,94.30852603912354
-0.7406295525212488,-0.6383836942311087,-0.4702485788949293,-0.9967480567547441,0.10479016688563997
0,-4.547473508864641e-12,Y,2.141441822052002
1,0.0,Y,2.141441822052002
-0.7406295525134453,-0.638383694224488,-0.4702485788889965,-0.9967480567390886,0.10479016688673887
0,-1.8189894035458565e-12,Y,1.3470790386199951
2,0.0,Y,1.3470790386199951
-0.7406295525212463,-0.6383836942311066,-0.47024857889492694,-0.9967480567547407,0.10479016688564013
1,0.0,Y,1.5288646221160889
2,0.0,Y,1.5288646221160889
0.12659365543003365,0.05391739778420281,0.06851804266774739,-0.01477220424876295,-0.014772204248762995
0,-1513.079251823624,Y,17.16249918937683
1,4083.8866064341073,Y,17.16249918937683
0.054870089375464524,0.08550776955581112,0.09827520647538454,0.06581465563008809,0.05487008937546478
0,197.68011789567754,Y,18.373570203781128
2,-2.149674339499454,Y,18.373570203781128
0.11625941707238972,0.0616137439406612,0.0831445289392357,0.010561928557895393,0.010561928557895747
1,6393.7042341648175,Y,25.82786512374878
2,0.8237132977519375,Y,25.82786512374878
