-1.4037475924887843,-1.181394984379785,-1.0699927997748835,-1.4037475924887877,-0.3139175512829183
0,-4.547473508864641e-12,Y,3.931427478790283
1,0.0,Y,3.931427478790283
2,0.3775663220818011,Y,3.931427478790283
-2.056043036461931,-2.0560430364619315,-2.032888488840007,-2.056043036461929,-0.9606956764265878
0,-2788.1646450969192,Y,80.906583070755
1,0.0,Y,80.906583070755
2,-2.224343336213179,Y,80.906583070755
-1.0546882734155592,-0.9325093004700643,-1.0546882734155594,-0.6983104415263578,-0.614604587246148
0,-2275.0681821060402,Y,60.47494196891785
1,0.0,Y,60.47494196891785
2,-2.2683915791388873,Y,60.47494196891785
-0.7406295525212442,-0.6383836942311047,-0.47024857889492566,-0.9967480567547383,0.10479016688564036
0,-4.547473508864641e-12,Y,2.7729148864746094
1,0.0,Y,2.7729148864746094
2,0.0,Y,2.7729148864746094
0.05486970492806512,0.08550775696721148,0.09827496454969263,0.06581415726050759,0.054869704928064686
0,197.6721271086817,Y,19.266753911972046
1,0.0,Y,19.266753911972046
2,-2.1496831291181024,Y,19.266753911972046
